review_text,sentiment
"Paisa zaya hogaya. portion chota tha price ke hisaab se, staff argue karne lag gaye, staff argue karne lag gaye. 1/10 bas.",negative
"So basically Okay okay type tha, ambience simple thi, noise level manageable tha. maybe dobara sochunga. Thanks for reading yaar.",neutral
"Expectations bilkul crush hogayeen. taste flat tha, masala missing, packaging leak hogayi thi, noise level unbearable tha. 1/10 bas. Bas itna hi.",negative
"Quick review: Normal restaurant vibes! service kabhi fast kabhi slow, portion size normal tha, ambience simple thi. try kar sakte ho agar nearby ho.",neutral
"Time waste pura. packaging leak hogayi thi, staff argue karne lag gaye, staff argue karne lag gaye. Lahore mein aur options dekh lo.",negative
"Okay okay type tha! food average tha, edible tha, parking thori mushkil thi, menu variety theek thi. 3.5/5 type feel. Allah Hafiz.",neutral
Okay okay type tha. service kabhi fast kabhi slow. expectation medium rakho. Hope helpful ho.,neutral
Lahore mein itna acha! food fresh aur tasty tha. value for money hai bilkul.,positive
"Mixed feelings hain! price thora high lag raha tha, service kabhi fast kabhi slow, taste expected jaisa hi tha. try kar sakte ho agar nearby ho.",neutral
"Kuch khaas nahi, kuch bura bhi nahi. parking thori mushkil thi. bas chal jata hai.",neutral
Seriously impressed! staff bohot cooperative tha. dobara zaroor aaunga.,positive
"Expectations bilkul crush hogayeen. staff argue karne lag gaye, hygiene questionable thi, noise level unbearable tha. Lahore mein aur options dekh lo.",negative
"So basically Kuch khaas nahi, kuch bura bhi nahi! parking thori mushkil thi, location convenient thi, service kabhi fast kabhi slow. neither wow nor uff.",neutral
"Hi bhai, Itna ganda kabhi nahi dekha, wait time bohot zyada tha, wait time bohot zyada tha. recommend nahi karunga kisi ko.",negative
"Bhai disappointment hi disappointment. ambience dull aur congested thi, noise level unbearable tha, billing mein extra charges add kiye. sorry but sach hai.",negative
"Seriously impressed. ambience on point thi, service fast thi, hygiene top notch thi. dil se thank you team.",positive
Normal restaurant vibes. portion size normal tha. 3.5/5 type feel.,neutral
"Lahore se likh raha hoon — Hype se zyada kuch nahi tha. portion chota tha price ke hisaab se, staff argue karne lag gaye, wait time bohot zyada tha. Lahore mein aur options dekh lo.",negative
So basically Seriously impressed! ambience on point thi. friends ko recommend karunga.,positive
"Lahore se likh raha hoon — Full paisa vasool. food fresh aur tasty tha, delivery time bhi reasonable tha, service fast thi. dobara zaroor aaunga.",positive
"Zabardast vibe, food fresh aur tasty tha, hygiene top notch thi. friends ko recommend karunga. Thanks for reading yaar.",positive
"Lahore se likh raha hoon — Quality neeche gir gayi. order late aya aur thanda tha, taste flat tha, masala missing, billing mein extra charges add kiye. Lahore mein aur options dekh lo.",negative
"Quick review: Itna ganda kabhi nahi dekha, portion chota tha price ke hisaab se, wait time bohot zyada tha. dobara kabhi nahi.",negative
"Hi bhai, Neutral hi bolunga! parking thori mushkil thi, location convenient thi, portion size normal tha. maybe dobara sochunga.",neutral
"Dekh lo agar pasand ho to! noise level manageable tha, location convenient thi, noise level manageable tha. expectation medium rakho.",neutral
"Staff rude tha bilkul, packaging leak hogayi thi, billing mein extra charges add kiye. sorry but sach hai. Thanks for reading yaar.",negative
"Yaar honestly. service fast thi, portion size bhi theek tha, hygiene top notch thi. dobara zaroor aaunga.",positive
Bhai dil se bolun! family ke sath perfect tha. next weekend phir plan banega.,positive
Zabardast vibe! staff bohot cooperative tha. Lahore mein best lagta hai.,positive
"Quality neeche gir gayi. billing mein extra charges add kiye, ambience dull aur congested thi, order late aya aur thanda tha. sorry but sach hai.",negative
"Mixed feelings hain! food average tha, edible tha, service kabhi fast kabhi slow, portion size normal tha. 3.5/5 type feel.",neutral
"Okay okay type tha! taste expected jaisa hi tha, menu variety theek thi, portion size normal tha. neither wow nor uff.",neutral
Quality neeche gir gayi! billing mein extra charges add kiye. Lahore mein aur options dekh lo.,negative
Bekar experience raha! wait time bohot zyada tha. bekar hi bekar.,negative
"Bhai disappointment hi disappointment. hygiene questionable thi, taste flat tha, masala missing, portion chota tha price ke hisaab se. dobara kabhi nahi.",negative
"Okay okay type tha! service kabhi fast kabhi slow, service kabhi fast kabhi slow, price thora high lag raha tha. maybe dobara sochunga.",neutral
"Hi bhai, Mixed feelings hain, taste expected jaisa hi tha, price thora high lag raha tha. neither wow nor uff.",neutral
"Dil khush ho gaya, staff bohot cooperative tha, ambience on point thi. full 10/10 vibes.",positive
"Assalamualaikum, Full paisa vasool. portion size bhi theek tha, staff bohot cooperative tha, hygiene top notch thi. friends ko recommend karunga.",positive
"Seriously pathetic. billing mein extra charges add kiye, portion chota tha price ke hisaab se, billing mein extra charges add kiye. Lahore mein aur options dekh lo.",negative
"Assalamualaikum, Bhai dil se bolun. music aur lighting balanced thi, hygiene top notch thi, service fast thi. Lahore mein best lagta hai.",positive
"Quick review: Lahore mein itna acha. staff bohot cooperative tha, service fast thi, packaging neat thi. friends ko recommend karunga.",positive
"Quick review: Itna pyara. ambience on point thi, hygiene top notch thi, delivery time bhi reasonable tha. friends ko recommend karunga. That's my honest take.",positive
"Quality neeche gir gayi, noise level unbearable tha, wait time bohot zyada tha. recommend nahi karunga kisi ko.",negative
Bhai disappointment hi disappointment! packaging leak hogayi thi. paise barbad mat karna.,negative
"Standard expectation ke around tha, noise level manageable tha, taste expected jaisa hi tha. neither wow nor uff.",neutral
Bhai disappointment hi disappointment! ambience dull aur congested thi. paise barbad mat karna. Bas itna hi.,negative
"Hi bhai, Time waste pura. hygiene questionable thi, portion chota tha price ke hisaab se, wait time bohot zyada tha. dobara kabhi nahi. Bas itna hi.",negative
"Lahore se likh raha hoon — Dekh lo agar pasand ho to. food average tha, edible tha. neither wow nor uff.",neutral
"Itna acha bura dono nahi! parking thori mushkil thi, service kabhi fast kabhi slow, parking thori mushkil thi. bas chal jata hai.",neutral
"Hi bhai, Full paisa vasool, packaging neat thi, ambience on point thi. value for money hai bilkul.",positive
"Kuch khaas nahi, kuch bura bhi nahi! noise level manageable tha, noise level manageable tha, parking thori mushkil thi. bas chal jata hai.",neutral
"Lahore se likh raha hoon — Bhai disappointment hi disappointment. hygiene questionable thi, ambience dull aur congested thi, wait time bohot zyada tha. dobara kabhi nahi. Bas itna hi.",negative
"Bhai disappointment hi disappointment. billing mein extra charges add kiye, order late aya aur thanda tha, wait time bohot zyada tha. sorry but sach hai.",negative
"Hi bhai, Bekar experience raha! packaging leak hogayi thi. 1/10 bas.",negative
"Assalamualaikum, Theek tha overall. ambience simple thi. expectation medium rakho.",neutral
"Hype se zyada kuch nahi tha. taste flat tha, masala missing, order late aya aur thanda tha, packaging leak hogayi thi. bekar hi bekar.",negative
"Quick review: Mast experience tha, family ke sath perfect tha, staff bohot cooperative tha. value for money hai bilkul. Allah Hafiz.",positive
"So basically Standard expectation ke around tha! taste expected jaisa hi tha, noise level manageable tha, price thora high lag raha tha. 3.5/5 type feel. Hope helpful ho.",neutral
"Neutral hi bolunga! service kabhi fast kabhi slow, parking thori mushkil thi, food average tha, edible tha. maybe dobara sochunga. Bas itna hi.",neutral
"Lahore se likh raha hoon — Seriously pathetic, wait time bohot zyada tha, portion chota tha price ke hisaab se. Lahore mein aur options dekh lo. Allah Hafiz.",negative
Quick review: Standard expectation ke around tha. location convenient thi. neither wow nor uff.,neutral
"Time waste pura, staff argue karne lag gaye, staff argue karne lag gaye. Lahore mein aur options dekh lo.",negative
"Hi bhai, Seriously impressed. portion size bhi theek tha, packaging neat thi, ambience on point thi. Lahore mein best lagta hai.",positive
"Quick review: Dil khush ho gaya, ambience on point thi, delivery time bhi reasonable tha. dil se thank you team. Allah Hafiz.",positive
"Full paisa vasool, hygiene top notch thi, packaging neat thi. next weekend phir plan banega.",positive
"Standard expectation ke around tha, parking thori mushkil thi, parking thori mushkil thi. bas chal jata hai.",neutral
"Assalamualaikum, Normal restaurant vibes! parking thori mushkil thi, price thora high lag raha tha, menu variety theek thi. try kar sakte ho agar nearby ho.",neutral
"Love ho gaya. family ke sath perfect tha, packaging neat thi, ambience on point thi. value for money hai bilkul.",positive
"Full paisa vasool. food fresh aur tasty tha, portion size bhi theek tha, family ke sath perfect tha. full 10/10 vibes.",positive
"Seriously pathetic! taste flat tha, masala missing. recommend nahi karunga kisi ko. That's my honest take.",negative
"Quality neeche gir gayi. hygiene questionable thi, order late aya aur thanda tha, order late aya aur thanda tha. bekar hi bekar. Hope helpful ho.",negative
"So basically Paisa zaya hogaya. billing mein extra charges add kiye, packaging leak hogayi thi, packaging leak hogayi thi. Lahore mein aur options dekh lo.",negative
Quick review: Paisa zaya hogaya! billing mein extra charges add kiye. sorry but sach hai.,negative
Love ho gaya! ambience on point thi. Lahore mein best lagta hai.,positive
"So basically Normal restaurant vibes! location convenient thi, ambience simple thi, price thora high lag raha tha. try kar sakte ho agar nearby ho.",neutral
"Assalamualaikum, Dekh lo agar pasand ho to, food average tha, edible tha, menu variety theek thi. try kar sakte ho agar nearby ho.",neutral
"Normal restaurant vibes! price thora high lag raha tha, location convenient thi, noise level manageable tha. try kar sakte ho agar nearby ho.",neutral
"Yaar honestly. family ke sath perfect tha, portion size bhi theek tha, staff bohot cooperative tha. dil se thank you team. Hope helpful ho.",positive
"Expectations bilkul crush hogayeen. wait time bohot zyada tha, ambience dull aur congested thi, taste flat tha, masala missing. bekar hi bekar.",negative
"Itna ganda kabhi nahi dekha. order late aya aur thanda tha, order late aya aur thanda tha, staff argue karne lag gaye. sorry but sach hai.",negative
"Assalamualaikum, Okay okay type tha! ambience simple thi, location convenient thi, ambience simple thi. try kar sakte ho agar nearby ho. Hope helpful ho.",neutral
Quick review: Dil khush ho gaya! food fresh aur tasty tha. friends ko recommend karunga.,positive
Bhai disappointment hi disappointment! ambience dull aur congested thi. paise barbad mat karna. Hope helpful ho.,negative
"Quick review: Standard expectation ke around tha! noise level manageable tha, noise level manageable tha, menu variety theek thi. 3.5/5 type feel.",neutral
"Assalamualaikum, Seriously pathetic, staff argue karne lag gaye, packaging leak hogayi thi. Lahore mein aur options dekh lo.",negative
Dekh lo agar pasand ho to. noise level manageable tha. expectation medium rakho.,neutral
Okay okay type tha. price thora high lag raha tha. expectation medium rakho.,neutral
"So basically Neutral hi bolunga, location convenient thi, service kabhi fast kabhi slow. neither wow nor uff.",neutral
"Mixed feelings hain! service kabhi fast kabhi slow, location convenient thi, menu variety theek thi. neither wow nor uff. Thanks for reading yaar.",neutral
"Seriously impressed, ambience on point thi, family ke sath perfect tha. full 10/10 vibes.",positive
"Full paisa vasool. service fast thi, music aur lighting balanced thi, hygiene top notch thi. Lahore mein best lagta hai.",positive
"So basically Paisa zaya hogaya, ambience dull aur congested thi, staff argue karne lag gaye. Lahore mein aur options dekh lo. Bas itna hi.",negative
"Assalamualaikum, Standard expectation ke around tha! price thora high lag raha tha, price thora high lag raha tha, ambience simple thi. maybe dobara sochunga.",neutral
"Itna pyara, staff bohot cooperative tha, hygiene top notch thi. full 10/10 vibes.",positive
"Hi bhai, Average sa experience tha! menu variety theek thi, menu variety theek thi, service kabhi fast kabhi slow. maybe dobara sochunga.",neutral
Mast experience tha! staff bohot cooperative tha. next weekend phir plan banega.,positive
Paisa zaya hogaya! packaging leak hogayi thi. dobara kabhi nahi. Allah Hafiz.,negative
"Mixed feelings hain, portion size normal tha, location convenient thi. try kar sakte ho agar nearby ho. Allah Hafiz.",neutral
"Assalamualaikum, Expectations bilkul crush hogayeen, portion chota tha price ke hisaab se, ambience dull aur congested thi. dobara kabhi nahi.",negative
"So basically Expectations bilkul crush hogayeen, portion chota tha price ke hisaab se, hygiene questionable thi. paise barbad mat karna.",negative
Yaar honestly! hygiene top notch thi. next weekend phir plan banega.,positive
"Hi bhai, Love ho gaya. hygiene top notch thi, family ke sath perfect tha, family ke sath perfect tha. full 10/10 vibes.",positive
So basically Bekar experience raha! ambience dull aur congested thi. paise barbad mat karna. Thanks for reading yaar.,negative
"Quick review: Dekh lo agar pasand ho to! taste expected jaisa hi tha, location convenient thi, menu variety theek thi. 3.5/5 type feel. Allah Hafiz.",neutral
"Assalamualaikum, Yaar honestly, portion size bhi theek tha, service fast thi. dil se thank you team.",positive
"Quick review: Seriously impressed. packaging neat thi, staff bohot cooperative tha, hygiene top notch thi. friends ko recommend karunga. Hope helpful ho.",positive
"Normal restaurant vibes! price thora high lag raha tha, menu variety theek thi, food average tha, edible tha. neither wow nor uff. That's my honest take.",neutral
"Assalamualaikum, Dekh lo agar pasand ho to! location convenient thi, menu variety theek thi, ambience simple thi. expectation medium rakho. Allah Hafiz.",neutral
"Hi bhai, Dil khush ho gaya, family ke sath perfect tha, staff bohot cooperative tha. dobara zaroor aaunga.",positive
"Quick review: Yaar honestly. staff bohot cooperative tha, hygiene top notch thi, ambience on point thi. next weekend phir plan banega.",positive
"Time waste pura! taste flat tha, masala missing. recommend nahi karunga kisi ko.",negative
Time waste pura! noise level unbearable tha. Lahore mein aur options dekh lo.,negative
"Kuch khaas nahi, kuch bura bhi nahi! location convenient thi, price thora high lag raha tha, portion size normal tha. expectation medium rakho.",neutral
"Theek tha overall! price thora high lag raha tha, parking thori mushkil thi, taste expected jaisa hi tha. expectation medium rakho.",neutral
"Dekh lo agar pasand ho to, service kabhi fast kabhi slow, parking thori mushkil thi. neither wow nor uff. Thanks for reading yaar.",neutral
"So basically Standard expectation ke around tha. food average tha, edible tha. maybe dobara sochunga. Bas itna hi.",neutral
"Lahore se likh raha hoon — Average sa experience tha! taste expected jaisa hi tha, price thora high lag raha tha, price thora high lag raha tha. 3.5/5 type feel.",neutral
"Quick review: Bekar experience raha. ambience dull aur congested thi, noise level unbearable tha, noise level unbearable tha. paise barbad mat karna. Thanks for reading yaar.",negative
Paisa zaya hogaya! packaging leak hogayi thi. Lahore mein aur options dekh lo.,negative
"Zabardast vibe. food fresh aur tasty tha, packaging neat thi, ambience on point thi. Lahore mein best lagta hai.",positive
Seriously pathetic! portion chota tha price ke hisaab se. paise barbad mat karna. Bas itna hi.,negative
Itna pyara! service fast thi. next weekend phir plan banega.,positive
"Theek tha overall! price thora high lag raha tha, portion size normal tha, taste expected jaisa hi tha. neither wow nor uff.",neutral
"Quick review: Time waste pura. portion chota tha price ke hisaab se, order late aya aur thanda tha, packaging leak hogayi thi. 1/10 bas.",negative
"Hype se zyada kuch nahi tha. hygiene questionable thi, packaging leak hogayi thi, order late aya aur thanda tha. bekar hi bekar.",negative
"Standard expectation ke around tha! menu variety theek thi, location convenient thi, location convenient thi. expectation medium rakho. Hope helpful ho.",neutral
Bhai dil se bolun! staff bohot cooperative tha. next weekend phir plan banega. Hope helpful ho.,positive
"Quick review: Time waste pura. staff argue karne lag gaye, staff argue karne lag gaye, taste flat tha, masala missing. Lahore mein aur options dekh lo.",negative
"Dil khush ho gaya, service fast thi, delivery time bhi reasonable tha. dobara zaroor aaunga. Thanks for reading yaar.",positive
"Dil khush ho gaya. staff bohot cooperative tha, ambience on point thi, music aur lighting balanced thi. maza aa gaya sach mein. Allah Hafiz.",positive
"Bekar experience raha. packaging leak hogayi thi, wait time bohot zyada tha, hygiene questionable thi. 1/10 bas.",negative
"Time waste pura. order late aya aur thanda tha, packaging leak hogayi thi, wait time bohot zyada tha. recommend nahi karunga kisi ko.",negative
"Bhai disappointment hi disappointment. order late aya aur thanda tha, billing mein extra charges add kiye, portion chota tha price ke hisaab se. bekar hi bekar. That's my honest take.",negative
Standard expectation ke around tha. parking thori mushkil thi. try kar sakte ho agar nearby ho. Allah Hafiz.,neutral
"Hi bhai, Dekh lo agar pasand ho to. food average tha, edible tha. expectation medium rakho.",neutral
"Quality neeche gir gayi. hygiene questionable thi, portion chota tha price ke hisaab se, order late aya aur thanda tha. bekar hi bekar.",negative
"Zabardast vibe, delivery time bhi reasonable tha, food fresh aur tasty tha. dobara zaroor aaunga.",positive
"Staff rude tha bilkul. billing mein extra charges add kiye, taste flat tha, masala missing, ambience dull aur congested thi. bekar hi bekar. That's my honest take.",negative
"Zabardast vibe. staff bohot cooperative tha, hygiene top notch thi, portion size bhi theek tha. value for money hai bilkul.",positive
"So basically Hype se zyada kuch nahi tha, wait time bohot zyada tha, staff argue karne lag gaye. dobara kabhi nahi.",negative
"Theek tha overall! menu variety theek thi, taste expected jaisa hi tha, price thora high lag raha tha. expectation medium rakho.",neutral
"Hype se zyada kuch nahi tha, order late aya aur thanda tha, taste flat tha, masala missing. bekar hi bekar. Bas itna hi.",negative
Quick review: Full paisa vasool! staff bohot cooperative tha. maza aa gaya sach mein.,positive
"Zabardast vibe. packaging neat thi, delivery time bhi reasonable tha, family ke sath perfect tha. maza aa gaya sach mein.",positive
"Mast experience tha, delivery time bhi reasonable tha, portion size bhi theek tha. dil se thank you team.",positive
Normal restaurant vibes. menu variety theek thi. bas chal jata hai.,neutral
"Quality neeche gir gayi. order late aya aur thanda tha, noise level unbearable tha, noise level unbearable tha. sorry but sach hai. That's my honest take.",negative
"Itna acha bura dono nahi! portion size normal tha, service kabhi fast kabhi slow, noise level manageable tha. try kar sakte ho agar nearby ho.",neutral
"So basically Bhai disappointment hi disappointment. billing mein extra charges add kiye, ambience dull aur congested thi, portion chota tha price ke hisaab se. dobara kabhi nahi.",negative
"Hype se zyada kuch nahi tha. ambience dull aur congested thi, packaging leak hogayi thi, portion chota tha price ke hisaab se. bekar hi bekar.",negative
"Mast experience tha, delivery time bhi reasonable tha, service fast thi. Lahore mein best lagta hai.",positive
"Seriously pathetic, hygiene questionable thi, packaging leak hogayi thi. Lahore mein aur options dekh lo. Thanks for reading yaar.",negative
So basically Bhai disappointment hi disappointment! portion chota tha price ke hisaab se. bekar hi bekar.,negative
"Lahore mein itna acha. music aur lighting balanced thi, hygiene top notch thi, music aur lighting balanced thi. Lahore mein best lagta hai.",positive
"Itna pyara. packaging neat thi, staff bohot cooperative tha, packaging neat thi. full 10/10 vibes.",positive
"Dil khush ho gaya. hygiene top notch thi, food fresh aur tasty tha, portion size bhi theek tha. next weekend phir plan banega.",positive
"Assalamualaikum, Kuch khaas nahi, kuch bura bhi nahi. portion size normal tha. 3.5/5 type feel. Hope helpful ho.",neutral
Quick review: Quality neeche gir gayi! hygiene questionable thi. recommend nahi karunga kisi ko. Allah Hafiz.,negative
"Standard expectation ke around tha! service kabhi fast kabhi slow, ambience simple thi, noise level manageable tha. try kar sakte ho agar nearby ho.",neutral
"Dil khush ho gaya, service fast thi, music aur lighting balanced thi. value for money hai bilkul.",positive
"Seriously pathetic. taste flat tha, masala missing, taste flat tha, masala missing, billing mein extra charges add kiye. recommend nahi karunga kisi ko. Bas itna hi.",negative
"Assalamualaikum, Normal restaurant vibes! taste expected jaisa hi tha, taste expected jaisa hi tha, ambience simple thi. try kar sakte ho agar nearby ho. Allah Hafiz.",neutral
"Assalamualaikum, Zabardast vibe. food fresh aur tasty tha, music aur lighting balanced thi, music aur lighting balanced thi. Lahore mein best lagta hai.",positive
"Neutral hi bolunga, service kabhi fast kabhi slow, taste expected jaisa hi tha. neither wow nor uff.",neutral
"Hi bhai, Neutral hi bolunga! price thora high lag raha tha, menu variety theek thi, food average tha, edible tha. bas chal jata hai.",neutral
Quick review: Standard expectation ke around tha. location convenient thi. maybe dobara sochunga.,neutral
"Zabardast vibe, family ke sath perfect tha, packaging neat thi. dil se thank you team.",positive
"Zabardast vibe. staff bohot cooperative tha, food fresh aur tasty tha, staff bohot cooperative tha. value for money hai bilkul.",positive
"Quick review: Mast experience tha. service fast thi, packaging neat thi, ambience on point thi. next weekend phir plan banega.",positive
Dekh lo agar pasand ho to. price thora high lag raha tha. neither wow nor uff.,neutral
"Bekar experience raha, hygiene questionable thi, wait time bohot zyada tha. sorry but sach hai. Bas itna hi.",negative
"Lahore se likh raha hoon — Lahore mein itna acha. ambience on point thi, staff bohot cooperative tha, food fresh aur tasty tha. value for money hai bilkul.",positive
"Zabardast vibe, packaging neat thi, service fast thi. Lahore mein best lagta hai.",positive
"Assalamualaikum, Hype se zyada kuch nahi tha! taste flat tha, masala missing. Lahore mein aur options dekh lo. Hope helpful ho.",negative
Lahore se likh raha hoon — Seriously impressed! staff bohot cooperative tha. value for money hai bilkul.,positive
Full paisa vasool! portion size bhi theek tha. Lahore mein best lagta hai.,positive
Dekh lo agar pasand ho to. service kabhi fast kabhi slow. neither wow nor uff.,neutral
"Hi bhai, Bhai dil se bolun. portion size bhi theek tha, hygiene top notch thi, packaging neat thi. dil se thank you team.",positive
"Okay okay type tha! parking thori mushkil thi, price thora high lag raha tha, taste expected jaisa hi tha. expectation medium rakho.",neutral
Quick review: Okay okay type tha. parking thori mushkil thi. neither wow nor uff.,neutral
"Love ho gaya, staff bohot cooperative tha, food fresh aur tasty tha. dobara zaroor aaunga.",positive
"Bhai dil se bolun. food fresh aur tasty tha, packaging neat thi, packaging neat thi. value for money hai bilkul.",positive
"Mixed feelings hain, parking thori mushkil thi, location convenient thi. expectation medium rakho.",neutral
"Zabardast vibe. food fresh aur tasty tha, packaging neat thi, staff bohot cooperative tha. value for money hai bilkul.",positive
Quick review: Bhai dil se bolun! music aur lighting balanced thi. next weekend phir plan banega.,positive
"Lahore mein itna acha, food fresh aur tasty tha, delivery time bhi reasonable tha. value for money hai bilkul.",positive
Lahore mein itna acha! packaging neat thi. friends ko recommend karunga.,positive
"Paisa zaya hogaya, taste flat tha, masala missing, portion chota tha price ke hisaab se. Lahore mein aur options dekh lo.",negative
Zabardast vibe! hygiene top notch thi. value for money hai bilkul.,positive
Quick review: Standard expectation ke around tha. parking thori mushkil thi. neither wow nor uff.,neutral
"Assalamualaikum, Dil khush ho gaya! service fast thi. dobara zaroor aaunga. Bas itna hi.",positive
So basically Hype se zyada kuch nahi tha! wait time bohot zyada tha. recommend nahi karunga kisi ko. Thanks for reading yaar.,negative
Itna acha bura dono nahi. location convenient thi. 3.5/5 type feel. Allah Hafiz.,neutral
Bhai disappointment hi disappointment! ambience dull aur congested thi. dobara kabhi nahi.,negative
"Quick review: Theek tha overall! food average tha, edible tha, price thora high lag raha tha, parking thori mushkil thi. expectation medium rakho. Hope helpful ho.",neutral
"Theek tha overall! location convenient thi, taste expected jaisa hi tha, taste expected jaisa hi tha. try kar sakte ho agar nearby ho.",neutral
Staff rude tha bilkul! order late aya aur thanda tha. 1/10 bas.,negative
Lahore se likh raha hoon — Neutral hi bolunga. ambience simple thi. maybe dobara sochunga.,neutral
"Assalamualaikum, Theek tha overall, service kabhi fast kabhi slow, food average tha, edible tha. neither wow nor uff.",neutral
"Kuch khaas nahi, kuch bura bhi nahi! service kabhi fast kabhi slow, ambience simple thi, parking thori mushkil thi. neither wow nor uff. That's my honest take.",neutral
"Yaar honestly, hygiene top notch thi, food fresh aur tasty tha. full 10/10 vibes.",positive
"Quick review: Itna ganda kabhi nahi dekha. wait time bohot zyada tha, packaging leak hogayi thi, wait time bohot zyada tha. Lahore mein aur options dekh lo.",negative
"Assalamualaikum, Standard expectation ke around tha. portion size normal tha. expectation medium rakho. That's my honest take.",neutral
"Hi bhai, Kuch khaas nahi, kuch bura bhi nahi! menu variety theek thi, parking thori mushkil thi, food average tha, edible tha. maybe dobara sochunga. That's my honest take.",neutral
"Quick review: Seriously pathetic. wait time bohot zyada tha, wait time bohot zyada tha, billing mein extra charges add kiye. Lahore mein aur options dekh lo.",negative
"Time waste pura. staff argue karne lag gaye, billing mein extra charges add kiye, ambience dull aur congested thi. 1/10 bas.",negative
"Zabardast vibe. service fast thi, portion size bhi theek tha, hygiene top notch thi. next weekend phir plan banega.",positive
"Quick review: Neutral hi bolunga! taste expected jaisa hi tha, noise level manageable tha, service kabhi fast kabhi slow. bas chal jata hai. Thanks for reading yaar.",neutral
"So basically Love ho gaya. delivery time bhi reasonable tha, ambience on point thi, family ke sath perfect tha. dil se thank you team.",positive
"Okay okay type tha! price thora high lag raha tha, price thora high lag raha tha, price thora high lag raha tha. maybe dobara sochunga. Hope helpful ho.",neutral
Full paisa vasool! packaging neat thi. maza aa gaya sach mein. That's my honest take.,positive
"Staff rude tha bilkul. packaging leak hogayi thi, taste flat tha, masala missing, portion chota tha price ke hisaab se. bekar hi bekar.",negative
"Theek tha overall, ambience simple thi, noise level manageable tha. maybe dobara sochunga.",neutral
"So basically Standard expectation ke around tha! menu variety theek thi, parking thori mushkil thi, food average tha, edible tha. try kar sakte ho agar nearby ho.",neutral
"So basically Dil khush ho gaya, hygiene top notch thi, music aur lighting balanced thi. dobara zaroor aaunga.",positive
Quality neeche gir gayi! wait time bohot zyada tha. recommend nahi karunga kisi ko.,negative
"Normal restaurant vibes! food average tha, edible tha, menu variety theek thi, food average tha, edible tha. neither wow nor uff.",neutral
"Assalamualaikum, Love ho gaya, packaging neat thi, service fast thi. full 10/10 vibes.",positive
"Hi bhai, Staff rude tha bilkul. wait time bohot zyada tha, wait time bohot zyada tha, order late aya aur thanda tha. Lahore mein aur options dekh lo. That's my honest take.",negative
"Expectations bilkul crush hogayeen. staff argue karne lag gaye, order late aya aur thanda tha, noise level unbearable tha. recommend nahi karunga kisi ko. Bas itna hi.",negative
"Love ho gaya. ambience on point thi, service fast thi, family ke sath perfect tha. value for money hai bilkul.",positive
"Paisa zaya hogaya. hygiene questionable thi, ambience dull aur congested thi, hygiene questionable thi. recommend nahi karunga kisi ko.",negative
"Seriously pathetic. staff argue karne lag gaye, packaging leak hogayi thi, staff argue karne lag gaye. recommend nahi karunga kisi ko.",negative
So basically Itna acha bura dono nahi. location convenient thi. try kar sakte ho agar nearby ho.,neutral
"Theek tha overall, price thora high lag raha tha, taste expected jaisa hi tha. 3.5/5 type feel.",neutral
"Bhai dil se bolun. delivery time bhi reasonable tha, ambience on point thi, service fast thi. dil se thank you team. Allah Hafiz.",positive
"Hi bhai, Neutral hi bolunga! service kabhi fast kabhi slow, noise level manageable tha, menu variety theek thi. maybe dobara sochunga.",neutral
"Theek tha overall! service kabhi fast kabhi slow, location convenient thi, taste expected jaisa hi tha. 3.5/5 type feel.",neutral
"So basically Mixed feelings hain, service kabhi fast kabhi slow, portion size normal tha. maybe dobara sochunga. That's my honest take.",neutral
Lahore se likh raha hoon — Itna ganda kabhi nahi dekha! noise level unbearable tha. sorry but sach hai.,negative
"Paisa zaya hogaya. taste flat tha, masala missing, hygiene questionable thi, ambience dull aur congested thi. sorry but sach hai. Thanks for reading yaar.",negative
Zabardast vibe! hygiene top notch thi. full 10/10 vibes.,positive
"Quality neeche gir gayi, taste flat tha, masala missing, order late aya aur thanda tha. sorry but sach hai. Bas itna hi.",negative
"Neutral hi bolunga, parking thori mushkil thi, service kabhi fast kabhi slow. expectation medium rakho. Bas itna hi.",neutral
"Hi bhai, Bhai dil se bolun. delivery time bhi reasonable tha, service fast thi, portion size bhi theek tha. maza aa gaya sach mein.",positive
"Standard expectation ke around tha! location convenient thi, food average tha, edible tha, menu variety theek thi. 3.5/5 type feel.",neutral
Bhai dil se bolun! ambience on point thi. maza aa gaya sach mein.,positive
Zabardast vibe! food fresh aur tasty tha. dobara zaroor aaunga.,positive
Bekar experience raha! billing mein extra charges add kiye. sorry but sach hai.,negative
"Seriously impressed. staff bohot cooperative tha, service fast thi, service fast thi. friends ko recommend karunga.",positive
"Staff rude tha bilkul, portion chota tha price ke hisaab se, portion chota tha price ke hisaab se. 1/10 bas. Allah Hafiz.",negative
Lahore se likh raha hoon — Itna acha bura dono nahi. taste expected jaisa hi tha. bas chal jata hai. Thanks for reading yaar.,neutral
"Dil khush ho gaya. ambience on point thi, service fast thi, ambience on point thi. full 10/10 vibes. Hope helpful ho.",positive
"So basically Standard expectation ke around tha! parking thori mushkil thi, service kabhi fast kabhi slow, ambience simple thi. expectation medium rakho. That's my honest take.",neutral
"So basically Okay okay type tha, ambience simple thi, service kabhi fast kabhi slow. bas chal jata hai.",neutral
"Kuch khaas nahi, kuch bura bhi nahi! ambience simple thi, price thora high lag raha tha, service kabhi fast kabhi slow. neither wow nor uff.",neutral
